,ID,Year,Sector,Subsector,City,County,Total_Emissions,Biogenic_CO2_Emissions,CO2_Emissions,Methane_Emissions,Nitrous_Oxide_Emissions,HFCs_Emissions,PFCs_Emissions,SF6_Emissions,Fluorinated_Emissions,Geocoded_Location
796,797,2014,Natural Gas Systems,Natural Gas Local Distribution Companies,Portland,Clark,7769,0,9,7760,0,0,0,0,0,POINT (-122.365686 47.086342)
797,798,2019,Power Plants,"Other Power, Heating, or Cooling Plants",Kettle Falls,Stevens,448361,424690,11848,6959,4864,0,0,0,0,POINT (-118.110841 48.620335)
798,799,2019,Petroleum Systems,Petroleum Refineries,Blaine,Whatcom,2190531,0,2178423,7526,4582,0,0,0,0,POINT (-122.7353 48.8864)
799,800,2013,Chemicals,Other Chemicals,Kalama,Cowlitz,65709,0,65641,31,37,0,0,0,0,POINT (-122.85698 46.02191)
800,801,2016,Food Production,Potato Products,Quincy,Grant,40469,0,40427,19,23,0,0,0,0,POINT (-119.869914 47.234413)
801,802,2014,Metals,Aluminum Production,Ferndale,Whatcom,1326684,0,431403,10905,32,0,884344,0,0,POINT (-122.7055 48.8455)
802,803,2021,Waste,Landfills,Yakima,Yakima,125721,0,22,125699,0,0,0,0,0,POINT (-120.39408 46.610031)
803,804,2019,Petroleum Systems,Other Petroleum Systems,Seattle,King,13673,0,13645,21,7,0,0,0,0,POINT (-122.395299 47.781642)
804,805,2017,Government,National Security,Silverdale,Kitsap,21860,0,21834,11,15,0,0,0,0,POINT (-122.696926 47.699284)
805,806,2016,Power Plants,Natural Gas Turbine Plants,Longview,Cowlitz,433451,0,433011,201,239,0,0,0,0,POINT (-122.985138 46.140095)
806,807,2016,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,1359988,0,1354202,2292,3494,0,0,0,0,POINT (-122.564845 48.493816)
807,808,2020,Supplier,Natural Gas Supplier,Ellensburg,Kittitas,26491,0,26464,12,15,0,0,0,0,POINT (-122.564845 48.493816)
808,809,2020,Waste,Landfills,Yakima,Yakima,122903,0,19,122884,0,0,0,0,0,POINT (-120.39408 46.610031)
809,810,2017,Food Production,Potato Products,Richland,Benton,50396,1794,44211,4360,31,0,0,0,0,POINT (-119.297267 46.309314)
810,811,2019,Wood Products,Lumber Mills,Centralia,Lewis,9349,6127,3137,13,72,0,0,0,0,POINT (-122.991963 46.734454)
811,812,2020,Government,National Security,Oak Harbor,Island,14079,0,14063,7,9,0,0,0,0,POINT (-122.669741 48.345281)
812,813,2016,Wood Products,Lumber Mills,Randle,Lewis,63442,62606,0,120,716,0,0,0,0,POINT (-121.917906 46.533743)
813,814,2015,Food Production,Potato Products,Connell,Franklin,36801,0,36763,17,21,0,0,0,0,POINT (-118.871944 46.651389)
814,815,2018,Wood Products,Lumber Mills,Randle,Lewis,61572,60760,0,117,695,0,0,0,0,POINT (-121.917906 46.533743)
815,816,2018,Supplier,Natural Gas Supplier,Enumclaw,Pierce,22964,0,22940,11,13,0,0,0,0,POINT (-121.917906 46.533743)
816,817,2019,Wood Products,Lumber Mills,Colville,Stevens,50941,50269,0,97,575,0,0,0,0,POINT (-117.915469 48.548525)
817,818,2015,Natural Gas Systems,Natural Gas Transmission/Compression,Washougal,Clark,15535,0,12862,2666,7,0,0,0,0,POINT (-122.36516 45.63236)
818,819,2015,Manufacturing,Transportation Industry,Puyallup,Pierce,20834,0,20812,10,12,0,0,0,0,POINT (-122.34862 47.088831)
819,820,2014,Minerals,Glass Production,Seattle,King,78045,0,77984,28,33,0,0,0,0,POINT (-122.33739 47.55242)
820,821,2016,Food Production,Potato Products,Moses Lake,Grant,28977,0,28947,14,16,0,0,0,0,POINT (-119.220408 47.075183)
821,822,2014,Government,National Security,Joint Base Lewis-McChord,Pierce,83587,0,60454,23093,40,0,0,0,0,POINT (-122.5365 47.1142)
822,823,2015,Power Plants,Natural Gas Turbine Plants,Longview,Cowlitz,685790,0,685093,318,379,0,0,0,0,POINT (-122.985138 46.140095)
823,824,2015,Supplier,Natural Gas Supplier,Ellensburg,Kittitas,24360,0,24335,11,14,0,0,0,0,POINT (-122.985138 46.140095)
824,825,2015,Supplier,Natural Gas Supplier,Kennewick,Benton,1560338,0,1558729,734,875,0,0,0,0,POINT (-119.22987 46.21875)
825,826,2016,Manufacturing,Electronics Industry,Vancouver,Clark,8598,0,8589,4,5,0,0,0,0,POINT (-122.553612 45.649912)
826,827,2016,Waste,Landfills,Roosevelt,Klickitat,196768,0,287,196480,1,0,0,0,0,POINT (-120.179785 45.807146)
827,828,2014,Power Plants,"Other Power, Heating, or Cooling Plants",Roosevelt,Klickitat,86627,86183,0,133,311,0,0,0,0,POINT (-120.166354 45.807765)
828,829,2021,Power Plants,Natural Gas Turbine Plants,Elma,Grays Harbor,1367817,0,1366428,634,755,0,0,0,0,POINT (-123.48 46.9688)
829,830,2012,Government,Other Government,Richland,Benton,14864,0,4334,10523,7,0,0,0,0,POINT (-119.489007 46.55069)
830,831,2020,Manufacturing,Building Products,Seattle,King,49937,0,49885,24,28,0,0,0,0,POINT (-122.336944 47.548056)
831,832,2019,Metals,Aluminum Production,Ferndale,Whatcom,1060050,0,367255,8932,31,0,683832,0,0,POINT (-122.7055 48.8455)
832,833,2014,Government,National Security,Fairchild AFB,Spokane,12683,0,12670,6,7,0,0,0,0,POINT (-117.644832 47.641332)
833,834,2013,Wood Products,Lumber Mills,Port Angeles,Clallam,41397,40851,0,79,467,0,0,0,0,POINT (-123.518642 48.103425)
834,835,2020,Manufacturing,Transportation Industry,Seattle,King,18833,0,18814,9,10,0,0,0,0,POINT (-122.311623 47.532524)
835,836,2016,Chemicals,Other Chemicals,Elma,Grays Harbor,20802,0,20780,10,12,0,0,0,0,POINT (-123.382316 46.995459)
836,837,2020,Livestock,Cattle Feedlots,Moses Lake,Grant,25506,0,0,1978,23528,0,0,0,0,POINT (-119.093815 47.052176)
837,838,2020,Power Plants,Natural Gas Turbine Plants,Sumas,Whatcom,226356,0,226126,105,125,0,0,0,0,POINT (-122.2733 48.9905)
838,839,2017,Petroleum Systems,Petroleum Refineries,Tacoma,Pierce,142342,0,140833,1038,471,0,0,0,0,POINT (-122.394952 47.256813)
839,840,2014,Petroleum Systems,Other Petroleum Systems,Anacortes,Skagit,64110,0,64110,0,0,0,0,0,0,POINT (-122.556032 48.465617)
840,841,2016,Natural Gas Systems,Natural Gas Transmission/Compression,Rosalia,Spokane,112621,0,86647,25925,49,0,0,0,0,POINT (-117.406737 47.277256)
841,842,2013,Natural Gas Systems,Natural Gas Transmission/Compression,Sumas,Whatcom,76727,0,71662,5025,40,0,0,0,0,POINT (-122.2214 49.001)
842,843,2021,Livestock,Cattle Feedlots,Eltopia,Franklin,6650,0,276,494,5880,0,0,0,0,POINT (-118.881203 46.50919)
843,844,2019,Manufacturing,Electronics Industry,Camas,Clark,15185,0,2178,1,1604,2330,5187,3641,244,POINT (-122.45232 45.598844)
844,845,2021,Wood Products,Lumber Mills,Morton,Lewis,33062,32626,0,63,373,0,0,0,0,POINT (-122.269573 46.565997)
845,846,2018,Pulp and Paper,Sulfite Mills,Cosmopolis,Grays Harbor,602496,576365,19693,4113,2325,0,0,0,0,POINT (-123.76211 46.952907)
846,847,2014,Wood Products,Lumber Mills,Aberdeen,Grays Harbor,253642,250021,281,480,2860,0,0,0,0,POINT (-123.775526 46.971875)
847,848,2013,Metals,Other Metals,Kalama,Cowlitz,23551,0,23527,11,13,0,0,0,0,POINT (-122.871703 46.04326)
848,849,2015,Livestock,Cattle Feedlots,Burbank,Walla Walla,29065,0,0,2077,26988,0,0,0,0,POINT (-118.90629 46.133131)
849,850,2016,Livestock,Cattle Feedlots,Sunnyside,Yakima,10949,0,0,845,10104,0,0,0,0,POINT (-120.019668 46.284622)
850,851,2021,Petroleum Systems,Other Petroleum Systems,Anacortes,Skagit,57526,0,57526,0,0,0,0,0,0,POINT (-122.554343 48.467646)
851,852,2012,Wood Products,Lumber Mills,Kettle Falls,Stevens,41052,40173,0,343,536,0,0,0,0,POINT (-118.067441 48.609799)
852,853,2017,Food Production,Potato Products,Connell,Franklin,35862,0,35825,17,20,0,0,0,0,POINT (-118.871944 46.651389)
853,854,2013,Waste,Landfills,Ephrata,Grant,38883,0,0,38883,0,0,0,0,0,POINT (-119.573764 47.270759)
854,855,2013,Pulp and Paper,Kraft Mills,Port Townsend,Jefferson,579487,503541,70627,2399,2920,0,0,0,0,POINT (-122.796806 48.093793)
855,856,2012,Power Plants,Natural Gas Turbine Plants,Goldendale,Klickitat,325691,0,325360,151,180,0,0,0,0,POINT (-120.833 45.8114)
856,857,2019,Wood Products,Lumber Mills,Bingen,Klickitat,69304,68240,153,131,780,0,0,0,0,POINT (-121.468688 45.713913)
857,858,2015,Pulp and Paper,Other Pulp and Paper,Sumner,Pierce,11465,0,11452,6,7,0,0,0,0,POINT (-122.239474 47.210641)
858,859,2014,Manufacturing,Electronics Industry,Camas,Clark,30092,0,1663,1,1110,1322,22666,3185,145,POINT (-122.45232 45.598844)
859,860,2021,Natural Gas Systems,Natural Gas Transmission/Compression,Wallula,Walla Walla,136751,0,134541,2135,75,0,0,0,0,POINT (-118.843934 46.053153)
860,861,2017,Power Plants,Natural Gas Turbine Plants,Tacoma,Pierce,44365,0,44319,21,25,0,0,0,0,POINT (-122.364711 47.079716)
861,862,2020,Waste,Landfills,Longview,Cowlitz,16137,0,0,16137,0,0,0,0,0,POINT (-122.905601 46.107229)
862,863,2015,Power Plants,Natural Gas Turbine Plants,Tacoma,Pierce,17052,0,17034,8,10,0,0,0,0,POINT (-122.364711 47.079716)
863,864,2017,Government,Education,Ellensburg,Kittitas,14480,0,14465,7,8,0,0,0,0,POINT (-120.544513 47.003202)
864,865,2016,Natural Gas Systems,Natural Gas Transmission/Compression,Mount Vernon,Skagit,69094,0,66878,2178,38,0,0,0,0,POINT (-122.21547 48.421967)
865,866,2018,Pulp and Paper,Other Pulp and Paper,Port Angeles,Clallam,4189,0,0,4189,0,0,0,0,0,POINT (-123.467524 48.134623)
866,867,2019,Power Plants,"Other Power, Heating, or Cooling Plants",Spokane Valley,Spokane,32386,0,32353,15,18,0,0,0,0,POINT (-117.147223 47.696999)
867,868,2018,Manufacturing,Electronics Industry,Vancouver,Clark,11290,0,11279,5,6,0,0,0,0,POINT (-122.553612 45.649912)
868,869,2018,Waste,Landfills,Maple Valley,King,68423,0,334,68088,1,0,0,0,0,POINT (-122.046025 47.462625)
869,870,2016,Food Production,Fruit Products,Selah,Yakima,18185,0,18166,9,10,0,0,0,0,POINT (-120.52755 46.64992)
870,871,2014,Natural Gas Systems,Natural Gas Transmission/Compression,Sumner,Pierce,28562,0,27970,576,16,0,0,0,0,POINT (-122.209551 47.228986)
871,872,2014,Waste,Landfills,Roosevelt,Klickitat,243090,0,323,242766,1,0,0,0,0,POINT (-120.179785 45.807146)
872,873,2015,Food Production,Dairy Products,Lynden,Whatcom,21412,0,21390,10,12,0,0,0,0,POINT (-122.451915 48.947567)
873,874,2019,Wood Products,Lumber Mills,Clarkston,Whitman,15233,15032,0,29,172,0,0,0,0,POINT (-117.086487 46.423108)
874,875,2021,Minerals,Cement Production,Seattle,King,359053,0,358395,262,396,0,0,0,0,POINT (-122.34255 47.56799)
875,876,2017,Wood Products,Other Wood Products,Kettle Falls,Stevens,70890,54924,15216,113,637,0,0,0,0,POINT (-118.116106 48.613175)
876,877,2021,Food Production,Potato Products,Othello,Adams,114829,0,51661,63139,29,0,0,0,0,POINT (-119.176389 46.837778)
877,878,2018,Waste,Landfills,Graham,Pierce,181556,0,0,181556,0,0,0,0,0,POINT (-122.292799 46.972405)
878,879,2013,Natural Gas Systems,Natural Gas Transmission/Compression,Cook,Skamania,27866,0,23744,4109,13,0,0,0,0,POINT (-121.626311 45.778087)
879,880,2019,Waste,Landfills,Richland,Benton,24156,0,0,24156,0,0,0,0,0,POINT (-119.348118 46.346663)
880,881,2014,Petroleum Systems,Other Petroleum Systems,Hoquiam,Grays Harbor,11833,0,11820,6,7,0,0,0,0,POINT (-123.853622 46.968196)
881,882,2015,Petroleum Systems,Petroleum Refineries,Blaine,Whatcom,1995759,0,1985046,6521,4192,0,0,0,0,POINT (-122.7353 48.8864)
882,883,2019,Power Plants,Natural Gas Turbine Plants,Vancouver,Clark,686739,0,686042,318,379,0,0,0,0,POINT (-122.724806 45.64958)
883,884,2017,Natural Gas Systems,Natural Gas Transmission/Compression,Chehalis,Lewis,17894,0,16480,1405,9,0,0,0,0,POINT (-122.87373 46.533325)
884,885,2017,Chemicals,Other Chemicals,Kalama,Cowlitz,62519,0,62454,30,35,0,0,0,0,POINT (-122.85698 46.02191)
885,886,2020,Power Plants,Electrical Transmission and Distribution,Vancouver,Clark,10395,0,0,0,0,0,0,10395,0,POINT (-122.658608 45.661178)
886,887,2015,Government,National Security,Bremerton,Kitsap,42288,0,42241,21,26,0,0,0,0,POINT (-122.645933 47.557047)
887,888,2021,Natural Gas Systems,Natural Gas Local Distribution Companies,Spokane,Spokane,16108,0,19,16089,0,0,0,0,0,POINT (-122.645933 47.557047)
888,889,2016,Metals,Other Metals,Spokane Valley,Spokane,122425,0,122298,58,69,0,0,0,0,POINT (-117.212673 47.687074)
889,890,2020,Manufacturing,Transportation Industry,Puyallup,Pierce,16288,0,16271,8,9,0,0,0,0,POINT (-122.34862 47.088831)
890,891,2015,Wood Products,Lumber Mills,Mount Vernon,Skagit,307169,301371,1771,579,3448,0,0,0,0,POINT (-122.434613 48.448553)
891,892,2020,Natural Gas Systems,Natural Gas Local Distribution Companies,Kennewick,Benton,23564,0,453,23111,0,0,0,0,0,POINT (-119.22987 46.21875)
892,893,2015,Waste,Landfills,Zillah,Yakima,34450,0,0,34450,0,0,0,0,0,POINT (-120.2688 46.4785)
893,894,2018,Petroleum Systems,Other Petroleum Systems,Anacortes,Skagit,61179,0,61179,0,0,0,0,0,0,POINT (-122.554343 48.467646)
894,895,2018,Natural Gas Systems,Natural Gas Storage,Chehalis,Lewis,12159,0,10869,1284,6,0,0,0,0,POINT (-122.838569 46.53461)
895,896,2018,Waste,Landfills,East Wenatchee,Douglas,32498,0,0,32498,0,0,0,0,0,POINT (-120.167444 47.405083)
896,897,2017,Natural Gas Systems,Natural Gas Local Distribution Companies,Portland,Clark,8183,0,10,8173,0,0,0,0,0,POINT (-120.167444 47.405083)
897,898,2020,Government,National Security,Fairchild AFB,Spokane,13055,0,13042,6,7,0,0,0,0,POINT (-117.644832 47.641332)
898,899,2016,Minerals,Cement Production,Seattle,King,381581,0,381081,197,303,0,0,0,0,POINT (-122.34255 47.56799)
899,900,2018,Government,National Security,Joint Base Lewis-McChord,Pierce,84389,0,66731,17619,39,0,0,0,0,POINT (-122.5365 47.1142)
900,901,2013,Pulp and Paper,Other Pulp and Paper,Usk,Pend Oreille,50425,48181,1600,93,551,0,0,0,0,POINT (-117.271359 48.289771)
901,902,2020,Food Production,Potato Products,Quincy,Grant,32197,0,32164,15,18,0,0,0,0,POINT (-119.869914 47.234413)
902,903,2016,Power Plants,"Other Power, Heating, or Cooling Plants",Spokane,Spokane,238603,136713,96647,2045,3198,0,0,0,0,POINT (-117.504278 47.626529)
903,904,2016,Livestock,Cattle Feedlots,Eltopia,Franklin,15385,0,1172,1101,13112,0,0,0,0,POINT (-118.881203 46.50919)
904,905,2013,Pulp and Paper,Kraft Mills,Longview,Cowlitz,1729898,1535785,188074,1284,4755,0,0,0,0,POINT (-122.92167 46.10361)
905,906,2014,Metals,Iron and Steel Production,Seattle,King,166109,0,166066,20,23,0,0,0,0,POINT (-122.367332 47.569331)
906,907,2020,Metals,Iron and Steel Production,Seattle,King,83972,0,83931,19,22,0,0,0,0,POINT (-122.367332 47.569331)
907,908,2016,Government,Other Government,Richland,Benton,14174,0,4453,9714,7,0,0,0,0,POINT (-119.489007 46.55069)
908,909,2017,Wood Products,Lumber Mills,Raymond,Pacific,48561,47921,0,92,548,0,0,0,0,POINT (-123.737495 46.688088)
909,910,2021,Waste,Landfills,Snohomish,Snohomish,5936,0,292,5644,0,0,0,0,0,POINT (-122.118284 47.870014)
910,911,2016,Manufacturing,Electronics Industry,Camas,Clark,147209,0,13143,6,7988,10014,56930,39471,19657,POINT (-122.454955 45.619569)
911,912,2017,Food Production,Dairy Products,Sunnyside,Yakima,37985,0,37946,18,21,0,0,0,0,POINT (-120.015675 46.30058)
912,913,2016,Natural Gas Systems,Natural Gas Transmission/Compression,Starbuck,Columbia,19809,0,18587,1212,10,0,0,0,0,POINT (-118.293441 46.53558)
913,914,2021,Chemicals,Other Chemicals,Elma,Grays Harbor,16736,0,16718,8,10,0,0,0,0,POINT (-123.382316 46.995459)
914,915,2016,Wood Products,Lumber Mills,Morton,Lewis,30740,30335,0,58,347,0,0,0,0,POINT (-122.269573 46.565997)
915,916,2019,Chemicals,Fertilizer Production,Kennewick,Benton,145245,0,11198,1,134046,0,0,0,0,POINT (-119.017218 46.165957)
916,917,2015,Power Plants,Natural Gas Turbine Plants,Blaine,Whatcom,37884,0,37844,18,22,0,0,0,0,POINT (-122.724299 48.885475)
917,918,2016,Power Plants,"Other Power, Heating, or Cooling Plants",Seattle,King,69966,0,69893,33,40,0,0,0,0,POINT (-122.340179 47.6068)
918,919,2021,Food Production,Potato Products,Quincy,Grant,35504,0,35467,17,20,0,0,0,0,POINT (-119.869914 47.234413)
919,920,2013,Waste,Landfills,Castle Rock,Cowlitz,129060,556,0,128502,2,0,0,0,0,POINT (-122.772284 46.246902)
920,921,2014,Minerals,Lime Production,Tacoma,Pierce,60625,0,60278,127,220,0,0,0,0,POINT (-122.397262 47.271365)
921,922,2014,Wood Products,Lumber Mills,Longview,Cowlitz,14159,9336,4694,20,109,0,0,0,0,POINT (-122.916806 46.114537)
922,923,2014,Petroleum Systems,Other Petroleum Systems,Seattle,King,16004,0,15976,19,9,0,0,0,0,POINT (-122.395299 47.781642)
923,924,2021,Wood Products,Lumber Mills,Port Angeles,Clallam,43617,43042,0,83,492,0,0,0,0,POINT (-123.518642 48.103425)
924,925,2018,Petroleum Systems,Petroleum Refineries,Ferndale,Whatcom,798454,0,794615,1815,2024,0,0,0,0,POINT (-122.692114 48.830142)
925,926,2015,Food Production,Other Food Products,Vancouver,Clark,15923,0,15906,8,9,0,0,0,0,POINT (-122.692 45.657037)
926,927,2016,Natural Gas Systems,Natural Gas Local Distribution Companies,Spokane,Spokane,21121,0,19,15452,0,0,0,5650,0,POINT (-117.388514 47.673486)
927,928,2021,Livestock,Cattle Feedlots,Sunnyside,Yakima,9395,0,0,725,8670,0,0,0,0,POINT (-120.019668 46.284622)
928,929,2018,Waste,Landfills,Tacoma,Pierce,12797,0,0,12797,0,0,0,0,0,POINT (-122.499775 47.223413)
929,930,2013,Power Plants,Natural Gas Turbine Plants,Longview,Cowlitz,633493,0,632849,294,350,0,0,0,0,POINT (-122.985138 46.140095)
930,931,2012,Waste,Landfills,Zillah,Yakima,30500,0,0,30500,0,0,0,0,0,POINT (-120.2688 46.4785)
931,932,2019,Supplier,Natural Gas Supplier,Kennewick,Benton,1895222,0,1893267,892,1063,0,0,0,0,POINT (-119.22987 46.21875)
932,933,2015,Waste,Landfills,East Wenatchee,Douglas,31208,0,0,31208,0,0,0,0,0,POINT (-120.167444 47.405083)
933,934,2014,Waste,Landfills,Richland,Benton,25582,0,0,25582,0,0,0,0,0,POINT (-119.348118 46.346663)
934,935,2018,Metals,Other Metals,Kalama,Cowlitz,24155,0,24131,11,13,0,0,0,0,POINT (-122.871703 46.04326)
935,936,2021,Manufacturing,Transportation Industry,Tukwila,King,12319,0,12306,6,7,0,0,0,0,POINT (-122.298613 47.516246)
936,937,2020,Wood Products,Lumber Mills,Shelton,Mason,86643,85501,0,164,978,0,0,0,0,POINT (-123.096517 47.213448)
937,938,2017,Pulp and Paper,Other Pulp and Paper,Longview,Cowlitz,34365,0,34330,16,19,0,0,0,0,POINT (-122.976788 46.125662)
938,939,2014,Wood Products,Other Wood Products,Spanaway,Pierce,19579,18728,600,36,215,0,0,0,0,POINT (-122.318981 47.062059)
939,940,2014,Wood Products,Lumber Mills,Mount Vernon,Skagit,12740,8800,3818,19,103,0,0,0,0,POINT (-122.443028 48.451642)
940,941,2012,Manufacturing,Building Products,Tacoma,Pierce,42750,0,42706,20,24,0,0,0,0,POINT (-122.394869 47.269558)
941,942,2015,Pulp and Paper,Other Pulp and Paper,Yakima,Yakima,9296,0,9286,5,5,0,0,0,0,POINT (-120.513015 46.604058)
942,943,2016,Livestock,Cattle Feedlots,Moses Lake,Grant,23506,0,0,1821,21685,0,0,0,0,POINT (-119.093815 47.052176)
943,944,2015,Food Production,Fruit Products,Wenatchee,Chelan,7805,0,7797,4,4,0,0,0,0,POINT (-120.31426 47.48938)
944,945,2019,Manufacturing,Transportation Industry,Spokane,Spokane,52018,0,51957,26,35,0,0,0,0,POINT (-117.568511 47.583604)
945,946,2015,Power Plants,Natural Gas Turbine Plants,Ferndale,Whatcom,405726,0,405316,187,223,0,0,0,0,POINT (-122.685533 48.828707)
946,947,2016,Pulp and Paper,Other Pulp and Paper,Spokane,Spokane,29253,17803,11200,40,210,0,0,0,0,POINT (-117.279323 47.688295)
947,948,2012,Waste,Landfills,Graham,Pierce,4329,0,0,4329,0,0,0,0,0,POINT (-122.292799 46.972405)
948,949,2012,Minerals,Glass Production,Woodinville,King,12025,0,12014,5,6,0,0,0,0,POINT (-122.148978 47.777004)
949,950,2020,Food Production,Dairy Products,Chehalis,Lewis,12635,0,12622,6,7,0,0,0,0,POINT (-122.970162 46.659952)
950,951,2012,Pulp and Paper,Other Pulp and Paper,Longview,Cowlitz,43925,0,43879,21,25,0,0,0,0,POINT (-122.976788 46.125662)
951,952,2016,Food Production,Meat Products,Tacoma,Pierce,10275,0,10264,5,6,0,0,0,0,POINT (-122.406461 47.250503)
952,953,2021,Food Production,Potato Products,Warden,Grant,11510,0,11497,6,7,0,0,0,0,POINT (-119.063631 46.970469)
953,954,2021,Power Plants,"Other Power, Heating, or Cooling Plants",Roosevelt,Klickitat,1424,0,1422,1,1,0,0,0,0,POINT (-120.166354 45.807765)
954,955,2014,Wood Products,Lumber Mills,Clarkston,Whitman,11813,11658,0,22,133,0,0,0,0,POINT (-117.086487 46.423108)
955,956,2020,Pulp and Paper,Other Pulp and Paper,Yakima,Yakima,10532,0,10521,5,6,0,0,0,0,POINT (-120.513015 46.604058)
956,957,2021,Natural Gas Systems,Natural Gas Local Distribution Companies,Spokane,Spokane,8234,0,0,0,0,0,0,8234,0,POINT (-117.388514 47.673486)
957,958,2014,Livestock,Cattle Feedlots,Sunnyside,Yakima,8463,0,0,660,7803,0,0,0,0,POINT (-120.019668 46.284622)
958,959,2018,Waste,Landfills,Castle Rock,Cowlitz,239496,5966,0,233509,21,0,0,0,0,POINT (-122.772284 46.246902)
959,960,2019,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,1859842,0,1849068,6767,4007,0,0,0,0,POINT (-122.559161 48.470931)
960,961,2018,Manufacturing,Transportation Industry,Everett,Snohomish,72308,0,72233,34,41,0,0,0,0,POINT (-122.276987 47.918622)
961,962,2013,Pulp and Paper,Other Pulp and Paper,Port Angeles,Clallam,121356,112469,3059,4536,1292,0,0,0,0,POINT (-123.467524 48.134623)
962,963,2014,Natural Gas Systems,Natural Gas Local Distribution Companies,Kennewick,Benton,13506,0,63,13443,0,0,0,0,0,POINT (-119.22987 46.21875)
963,964,2016,Supplier,Natural Gas Supplier,Bellevue,King,5086281,0,5081033,2394,2854,0,0,0,0,POINT (-122.19454 47.61345)
964,965,2020,Food Production,Potato Products,Pasco,Franklin,38996,0,38956,18,22,0,0,0,0,POINT (-119.115336 46.288137)
965,966,2016,Minerals,Other Minerals,Quincy,Grant,18201,0,18182,9,10,0,0,0,0,POINT (-119.838831 47.239948)
966,967,2019,Supplier,Natural Gas Supplier,Spokane,Spokane,1192593,0,1191363,561,669,0,0,0,0,POINT (-119.838831 47.239948)
967,968,2018,Manufacturing,Building Products,Tacoma,Pierce,49065,0,49015,23,27,0,0,0,0,POINT (-122.394869 47.269558)
968,969,2012,Pulp and Paper,Kraft Mills,Longview,Cowlitz,1637372,1300406,305158,11130,20678,0,0,0,0,POINT (-122.983637 46.130495)
969,970,2014,Waste,Landfills,Maple Valley,King,69056,0,145,68911,0,0,0,0,0,POINT (-122.046025 47.462625)
970,971,2017,Power Plants,Natural Gas Turbine Plants,Elma,Grays Harbor,1107991,0,1106866,513,612,0,0,0,0,POINT (-123.48 46.9688)
971,972,2021,Minerals,Glass Production,Seattle,King,57881,0,57836,21,24,0,0,0,0,POINT (-122.33739 47.55242)
972,973,2021,Government,Education,Ellensburg,Kittitas,12824,0,12811,6,7,0,0,0,0,POINT (-120.544513 47.003202)
973,974,2012,Manufacturing,Building Products,Seattle,King,35651,0,35614,17,20,0,0,0,0,POINT (-122.336944 47.548056)
974,975,2018,Chemicals,Other Chemicals,Longview,Cowlitz,50759,0,50759,0,0,0,0,0,0,POINT (-122.982847 46.137218)
975,976,2014,Pulp and Paper,Kraft Mills,Wallula,Walla Walla,889452,765685,107830,13290,2647,0,0,0,0,POINT (-118.9184 46.10396)
976,977,2012,Natural Gas Systems,Natural Gas Transmission/Compression,Chehalis,Lewis,12757,0,11310,1441,6,0,0,0,0,POINT (-122.87373 46.533325)
977,978,2020,Power Plants,Natural Gas Turbine Plants,Blaine,Whatcom,4654,0,4649,2,3,0,0,0,0,POINT (-122.724299 48.885475)
978,979,2021,Natural Gas Systems,Natural Gas Transmission/Compression,Washougal,Clark,13646,0,11563,2076,7,0,0,0,0,POINT (-122.36516 45.63236)
979,980,2021,Minerals,Other Minerals,Quincy,Grant,19975,0,19954,10,11,0,0,0,0,POINT (-119.838831 47.239948)
980,981,2012,Natural Gas Systems,Natural Gas Transmission/Compression,Mount Vernon,Skagit,27876,0,20885,6976,15,0,0,0,0,POINT (-122.21547 48.421967)
981,982,2017,Minerals,Glass Production,Woodinville,King,122,0,122,0,0,0,0,0,0,POINT (-122.148978 47.777004)
982,983,2020,Food Production,Potato Products,Warden,Grant,32015,0,31982,15,18,0,0,0,0,POINT (-119.063631 46.970469)
983,984,2013,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,1177419,0,1166166,7228,4025,0,0,0,0,POINT (-122.564845 48.493816)
984,985,2012,Food Production,Fruit Products,Selah,Yakima,17458,0,17440,8,10,0,0,0,0,POINT (-120.52755 46.64992)
985,986,2020,Natural Gas Systems,Natural Gas Transmission/Compression,Sumas,Whatcom,74144,0,71497,2607,40,0,0,0,0,POINT (-122.2214 49.001)
986,987,2017,Minerals,Glass Production,Kalama,Cowlitz,23955,0,23938,8,9,0,0,0,0,POINT (-122.866241 46.031656)
987,988,2016,Wood Products,Lumber Mills,Centralia,Lewis,42540,41979,0,81,480,0,0,0,0,POINT (-122.995433 46.756413)
988,989,2017,Food Production,Potato Products,Othello,Adams,95215,0,49074,46114,27,0,0,0,0,POINT (-119.176389 46.837778)
989,990,2013,Wood Products,Other Wood Products,Kettle Falls,Stevens,71186,68156,2117,132,781,0,0,0,0,POINT (-118.116106 48.613175)
990,991,2016,Minerals,Glass Production,Winlock,Lewis,107246,0,107170,35,41,0,0,0,0,POINT (-122.926313 46.544937)
991,992,2016,Wood Products,Other Wood Products,Spanaway,Pierce,17294,15416,1671,30,177,0,0,0,0,POINT (-122.318981 47.062059)
992,993,2013,Waste,Landfills,Yakima,Yakima,104727,0,32,104695,0,0,0,0,0,POINT (-120.39408 46.610031)
993,994,2016,Natural Gas Systems,Natural Gas Local Distribution Companies,Spokane,Spokane,15513,0,19,15494,0,0,0,0,0,POINT (-120.39408 46.610031)
994,995,2015,Waste,Landfills,Longview,Cowlitz,4533,0,0,4533,0,0,0,0,0,POINT (-122.905601 46.107229)
