,ID,Year,Sector,Subsector,City,County,Total_Emissions,Biogenic_CO2_Emissions,CO2_Emissions,Methane_Emissions,Nitrous_Oxide_Emissions,HFCs_Emissions,PFCs_Emissions,SF6_Emissions,Fluorinated_Emissions,Geocoded_Location
455,456,2017,Livestock,Cattle Feedlots,Kennewick,Benton,18864,0,2216,1291,15357,0,0,0,0,POINT (-119.136497 45.991872)
456,457,2018,Wood Products,Other Wood Products,Kettle Falls,Stevens,64534,54312,9487,109,626,0,0,0,0,POINT (-118.116106 48.613175)
457,458,2016,Petroleum Systems,Petroleum Refineries,Tacoma,Pierce,146049,0,144562,1008,479,0,0,0,0,POINT (-122.394952 47.256813)
458,459,2014,Government,National Security,Oak Harbor,Island,15388,0,15372,7,9,0,0,0,0,POINT (-122.669741 48.345281)
459,460,2020,Wood Products,Lumber Mills,Darrington,Snohomish,82732,81641,0,157,934,0,0,0,0,POINT (-121.597608 48.262797)
460,461,2021,Livestock,Cattle Feedlots,Moses Lake,Grant,27315,0,0,2117,25198,0,0,0,0,POINT (-119.093815 47.052176)
461,462,2021,Food Production,Meat Products,Wallula,Walla Walla,106862,0,23569,83280,13,0,0,0,0,POINT (-118.913051 46.137521)
462,463,2012,Waste,Landfills,Tacoma,Pierce,31986,0,0,31986,0,0,0,0,0,POINT (-122.499775 47.223413)
463,464,2015,Chemicals,Other Chemicals,Elma,Grays Harbor,17600,0,17582,8,10,0,0,0,0,POINT (-123.382316 46.995459)
464,465,2015,Power Plants,Natural Gas Turbine Plants,Tacoma,Pierce,496752,0,496248,230,274,0,0,0,0,POINT (-122.365686 47.086342)
465,466,2020,Petroleum Systems,Petroleum Refineries,Blaine,Whatcom,2013167,0,2003077,5740,4350,0,0,0,0,POINT (-122.7353 48.8864)
466,467,2018,Chemicals,Other Chemicals,Kalama,Cowlitz,60773,0,60710,29,34,0,0,0,0,POINT (-122.85698 46.02191)
467,468,2018,Power Plants,"Other Power, Heating, or Cooling Plants",Kettle Falls,Stevens,483652,465883,5504,6934,5331,0,0,0,0,POINT (-118.110841 48.620335)
468,469,2015,Pulp and Paper,Other Pulp and Paper,Spokane,Spokane,29097,17731,11118,39,209,0,0,0,0,POINT (-117.279323 47.688295)
469,470,2020,Power Plants,Natural Gas Turbine Plants,Tacoma,Pierce,369505,0,369130,171,204,0,0,0,0,POINT (-122.365686 47.086342)
470,471,2016,Waste,Landfills,Zillah,Yakima,35837,0,0,35837,0,0,0,0,0,POINT (-120.2688 46.4785)
471,472,2012,Food Production,Potato Products,Othello,Adams,107912,0,41847,66041,24,0,0,0,0,POINT (-119.172705 46.840102)
472,473,2013,Metals,Aluminum Production,Ferndale,Whatcom,1234637,0,428539,11351,35,0,794712,0,0,POINT (-122.7055 48.8455)
473,474,2012,Metals,Other Metals,Kalama,Cowlitz,23199,0,23175,11,13,0,0,0,0,POINT (-122.871703 46.04326)
474,475,2015,Manufacturing,Transportation Industry,Everett,Snohomish,66275,0,66207,31,37,0,0,0,0,POINT (-122.276987 47.918622)
475,476,2013,Power Plants,Electrical Transmission and Distribution,Vancouver,Clark,42114,0,0,0,0,0,0,42114,0,POINT (-122.658608 45.661178)
476,477,2019,Pulp and Paper,Other Pulp and Paper,Yakima,Yakima,10696,0,10685,5,6,0,0,0,0,POINT (-120.513015 46.604058)
477,478,2013,Food Production,Potato Products,Quincy,Grant,39846,0,39804,19,23,0,0,0,0,POINT (-119.869914 47.234413)
478,479,2015,Metals,Aluminum Production,Malaga,Chelan,329048,0,254029,14,16,0,74989,0,0,POINT (-120.1273 47.3567)
479,480,2018,Wood Products,Lumber Mills,Bingen,Klickitat,69776,68718,140,132,786,0,0,0,0,POINT (-121.468688 45.713913)
480,481,2014,Government,Education,Pullman,Whitman,59384,0,59321,28,35,0,0,0,0,POINT (-117.151481 46.728702)
481,482,2020,Supplier,Natural Gas Supplier,Spokane,Spokane,1097481,0,1096348,517,616,0,0,0,0,POINT (-117.151481 46.728702)
482,483,2015,Manufacturing,Transportation Industry,Seattle,King,21499,0,21477,10,12,0,0,0,0,POINT (-122.311623 47.532524)
483,484,2013,Natural Gas Systems,Natural Gas Transmission/Compression,Mount Vernon,Skagit,27885,0,23329,4543,13,0,0,0,0,POINT (-122.21547 48.421967)
484,485,2012,Pulp and Paper,Kraft Mills,Camas,Clark,720457,579056,119960,12590,8851,0,0,0,0,POINT (-122.40843 45.584271)
485,486,2020,Waste,Landfills,Snohomish,Snohomish,11396,0,251,11145,0,0,0,0,0,POINT (-122.118284 47.870014)
486,487,2021,Government,National Security,Silverdale,Kitsap,20594,0,20571,10,13,0,0,0,0,POINT (-122.696926 47.699284)
487,488,2015,Wood Products,Lumber Mills,Morton,Lewis,31789,31370,0,60,359,0,0,0,0,POINT (-122.269573 46.565997)
488,489,2019,Manufacturing,Building Products,Tacoma,Pierce,49200,0,49149,23,28,0,0,0,0,POINT (-122.394869 47.269558)
489,490,2017,Pulp and Paper,Kraft Mills,Wallula,Walla Walla,686314,528740,141482,13520,2572,0,0,0,0,POINT (-118.9184 46.10396)
490,491,2013,Manufacturing,Building Products,Seattle,King,35465,0,35428,17,20,0,0,0,0,POINT (-122.336944 47.548056)
491,492,2016,Wood Products,Lumber Mills,Raymond,Pacific,47372,46747,0,90,535,0,0,0,0,POINT (-123.737495 46.688088)
492,493,2015,Minerals,Glass Production,Winlock,Lewis,105009,0,104934,34,41,0,0,0,0,POINT (-122.926313 46.544937)
493,494,2016,Food Production,Dairy Products,Sunnyside,Yakima,31480,0,31448,15,17,0,0,0,0,POINT (-120.015675 46.30058)
494,495,2017,Food Production,Other Food Products,Kent,King,14187,0,14172,7,8,0,0,0,0,POINT (-122.237648 47.436276)
495,496,2020,Minerals,Glass Production,Seattle,King,58653,0,58607,21,25,0,0,0,0,POINT (-122.33739 47.55242)
496,497,2020,Minerals,Other Minerals,Quincy,Grant,19010,0,18990,9,11,0,0,0,0,POINT (-119.838831 47.239948)
497,498,2013,Wood Products,Lumber Mills,Longview,Cowlitz,14936,9533,5270,21,112,0,0,0,0,POINT (-122.916806 46.114537)
498,499,2016,Pulp and Paper,Kraft Mills,Longview,Cowlitz,1563256,1219699,336063,1671,5823,0,0,0,0,POINT (-122.983637 46.130495)
499,500,2019,Food Production,Potato Products,Warden,Grant,29176,0,29146,14,16,0,0,0,0,POINT (-119.063631 46.970469)
500,501,2016,Food Production,Other Food Products,Vancouver,Clark,16373,0,16356,8,9,0,0,0,0,POINT (-122.692 45.657037)
501,502,2015,Natural Gas Systems,Natural Gas Local Distribution Companies,Spokane,Spokane,22858,0,19,15329,0,0,0,7510,0,POINT (-117.388514 47.673486)
502,503,2014,Waste,Landfills,Longview,Cowlitz,10826,0,0,10826,0,0,0,0,0,POINT (-122.905601 46.107229)
503,504,2017,Wood Products,Other Wood Products,Spanaway,Pierce,18570,16721,1624,33,192,0,0,0,0,POINT (-122.318981 47.062059)
504,505,2019,Wood Products,Lumber Mills,Centralia,Lewis,58328,57559,0,111,658,0,0,0,0,POINT (-122.995433 46.756413)
505,506,2014,Food Production,Potato Products,Othello,Adams,87301,0,46809,40466,26,0,0,0,0,POINT (-119.176389 46.837778)
506,507,2019,Food Production,Fruit Products,Prosser,Benton,15659,0,15643,7,9,0,0,0,0,POINT (-119.73397 46.21842)
507,508,2012,Waste,Landfills,Puyallup,Pierce,7203,0,0,7203,0,0,0,0,0,POINT (-122.2878 47.095)
508,509,2019,Power Plants,Natural Gas Turbine Plants,Elma,Grays Harbor,1337983,0,1336624,620,739,0,0,0,0,POINT (-123.48 46.9688)
509,510,2014,Government,National Security,Bremerton,Kitsap,45962,0,45913,22,27,0,0,0,0,POINT (-122.645933 47.557047)
510,511,2013,Wood Products,Lumber Mills,Mount Vernon,Skagit,12937,9075,3737,19,106,0,0,0,0,POINT (-122.443028 48.451642)
511,512,2020,Natural Gas Systems,Natural Gas Local Distribution Companies,Bellevue,King,64323,0,1144,63178,1,0,0,0,0,POINT (-122.19454 47.61345)
512,513,2016,Natural Gas Systems,Natural Gas Transmission/Compression,Wallula,Walla Walla,120375,0,118722,1586,67,0,0,0,0,POINT (-118.843934 46.053153)
513,514,2018,Manufacturing,Transportation Industry,Spokane,Spokane,43775,0,43724,22,29,0,0,0,0,POINT (-117.568511 47.583604)
514,515,2020,Power Plants,Natural Gas Turbine Plants,Vancouver,Clark,635084,0,634439,294,351,0,0,0,0,POINT (-122.724806 45.64958)
515,516,2014,Power Plants,Natural Gas Turbine Plants,Ferndale,Whatcom,333193,0,332855,154,184,0,0,0,0,POINT (-122.685533 48.828707)
516,517,2012,Pulp and Paper,Kraft Mills,Wallula,Walla Walla,928399,791371,105942,18855,12231,0,0,0,0,POINT (-118.9184 46.10396)
517,518,2021,Food Production,Potato Products,Warden,Grant,15407,0,15391,7,9,0,0,0,0,POINT (-119.055427 46.971504)
518,519,2017,Metals,Other Metals,Spokane Valley,Spokane,126366,0,126235,60,71,0,0,0,0,POINT (-117.212673 47.687074)
519,520,2015,Petroleum Systems,Other Petroleum Systems,Hoquiam,Grays Harbor,13807,0,13792,7,8,0,0,0,0,POINT (-123.853622 46.968196)
520,521,2019,Manufacturing,Transportation Industry,Puyallup,Pierce,19017,0,18997,9,11,0,0,0,0,POINT (-122.34862 47.088831)
521,522,2020,Power Plants,"Other Power, Heating, or Cooling Plants",Roosevelt,Klickitat,1633,0,1631,1,1,0,0,0,0,POINT (-120.166354 45.807765)
522,523,2019,Power Plants,Natural Gas Turbine Plants,Longview,Cowlitz,759455,0,758684,352,419,0,0,0,0,POINT (-122.985138 46.140095)
523,524,2014,Wood Products,Lumber Mills,Mount Vernon,Skagit,279566,272006,3923,524,3113,0,0,0,0,POINT (-122.434613 48.448553)
524,525,2014,Manufacturing,Transportation Industry,Auburn,King,36691,0,36653,17,21,0,0,0,0,POINT (-122.242298 47.285551)
525,526,2014,Wood Products,Lumber Mills,Centralia,Lewis,45936,45330,0,87,519,0,0,0,0,POINT (-122.995433 46.756413)
526,527,2014,Food Production,Potato Products,Connell,Franklin,38810,0,38770,18,22,0,0,0,0,POINT (-118.871944 46.651389)
527,528,2021,Natural Gas Systems,Natural Gas Transmission/Compression,Starbuck,Columbia,90620,0,88828,1742,50,0,0,0,0,POINT (-118.293441 46.53558)
528,529,2016,Government,National Security,Silverdale,Kitsap,20109,0,20086,10,13,0,0,0,0,POINT (-122.696926 47.699284)
529,530,2019,Waste,Landfills,Castle Rock,Cowlitz,253885,7603,0,246255,27,0,0,0,0,POINT (-122.772284 46.246902)
530,531,2017,Waste,Landfills,East Wenatchee,Douglas,27951,0,0,27951,0,0,0,0,0,POINT (-120.167444 47.405083)
531,532,2018,Natural Gas Systems,Natural Gas Transmission/Compression,Bickleton,Klickitat,13971,0,11803,2161,7,0,0,0,0,POINT (-120.08083 45.849504)
532,533,2017,Waste,Landfills,Okanogan,Okanogan,13567,0,0,13567,0,0,0,0,0,POINT (-119.620109 48.341148)
533,534,2019,Supplier,Natural Gas Supplier,Ellensburg,Kittitas,29658,0,29627,14,17,0,0,0,0,POINT (-119.620109 48.341148)
534,535,2015,Waste,Landfills,Snohomish,Snohomish,23519,0,190,23329,0,0,0,0,0,POINT (-122.118284 47.870014)
535,536,2021,Power Plants,Natural Gas Turbine Plants,Mount Vernon,Skagit,250659,0,250403,117,139,0,0,0,0,POINT (-122.435 48.4553)
536,537,2014,Manufacturing,Transportation Industry,Puyallup,Pierce,21442,0,21420,10,12,0,0,0,0,POINT (-122.34862 47.088831)
537,538,2017,Metals,Other Metals,Tukwila,King,8739,0,8730,4,5,0,0,0,0,POINT (-122.303906 47.526872)
538,539,2017,Power Plants,"Other Power, Heating, or Cooling Plants",Spokane,Spokane,234105,140810,88156,2004,3135,0,0,0,0,POINT (-117.504278 47.626529)
539,540,2016,Power Plants,Natural Gas Turbine Plants,Elma,Grays Harbor,1081728,0,1080630,501,597,0,0,0,0,POINT (-123.48 46.9688)
540,541,2016,Pulp and Paper,Kraft Mills,Longview,Cowlitz,1661899,1499059,156168,1333,5339,0,0,0,0,POINT (-122.92167 46.10361)
541,542,2016,Food Production,Potato Products,Richland,Benton,35966,0,35929,17,20,0,0,0,0,POINT (-119.297267 46.309314)
542,543,2017,Wood Products,Lumber Mills,Randle,Lewis,64712,63859,0,123,730,0,0,0,0,POINT (-121.917906 46.533743)
543,544,2012,Pulp and Paper,Sulfite Mills,Everett,Snohomish,26747,0,26716,13,18,0,0,0,0,POINT (-122.216111 47.985)
544,545,2014,Power Plants,Natural Gas Turbine Plants,Tacoma,Pierce,24413,0,24387,12,14,0,0,0,0,POINT (-122.364711 47.079716)
545,546,2014,Wood Products,Lumber Mills,Bingen,Klickitat,110009,108451,110,208,1240,0,0,0,0,POINT (-121.468688 45.713913)
546,547,2015,Manufacturing,Electronics Industry,Camas,Clark,165976,0,13050,6,7355,10090,75760,38847,20868,POINT (-122.454955 45.619569)
547,548,2018,Wood Products,Lumber Mills,Centralia,Lewis,9865,6285,3492,14,74,0,0,0,0,POINT (-122.991963 46.734454)
548,549,2014,Power Plants,Natural Gas Turbine Plants,Blaine,Whatcom,29473,0,29441,14,18,0,0,0,0,POINT (-122.724299 48.885475)
549,550,2013,Wood Products,Lumber Mills,Aberdeen,Grays Harbor,244794,240941,634,463,2756,0,0,0,0,POINT (-123.775526 46.971875)
550,551,2019,Manufacturing,Electronics Industry,Vancouver,Clark,11700,0,11687,6,7,0,0,0,0,POINT (-122.553612 45.649912)
551,552,2012,Waste,Landfills,Castle Rock,Cowlitz,121597,659,0,120936,2,0,0,0,0,POINT (-122.772284 46.246902)
552,553,2012,Wood Products,Lumber Mills,Tacoma,Pierce,12269,0,12256,6,7,0,0,0,0,POINT (-122.426476 47.260211)
553,554,2015,Natural Gas Systems,Natural Gas Transmission/Compression,Sumner,Pierce,50470,0,50142,300,28,0,0,0,0,POINT (-122.209551 47.228986)
554,555,2018,Wood Products,Lumber Mills,Colville,Stevens,45535,44934,1,86,514,0,0,0,0,POINT (-117.915469 48.548525)
555,556,2012,Minerals,Glass Production,Kalama,Cowlitz,10090,0,10084,3,3,0,0,0,0,POINT (-122.866241 46.031656)
556,557,2014,Wood Products,Other Wood Products,Kettle Falls,Stevens,71069,68040,2118,132,779,0,0,0,0,POINT (-118.116106 48.613175)
557,558,2020,Livestock,Cattle Feedlots,Sunnyside,Yakima,9508,0,0,734,8774,0,0,0,0,POINT (-120.019668 46.284622)
558,559,2021,Chemicals,Other Chemicals,Longview,Cowlitz,53328,0,53328,0,0,0,0,0,0,POINT (-122.982847 46.137218)
559,560,2017,Metals,Other Metals,Kalama,Cowlitz,25218,0,25192,12,14,0,0,0,0,POINT (-122.871703 46.04326)
560,561,2012,Power Plants,Natural Gas Turbine Plants,Longview,Cowlitz,433876,0,433435,201,240,0,0,0,0,POINT (-122.985138 46.140095)
561,562,2019,Pulp and Paper,Kraft Mills,Port Townsend,Jefferson,583292,512487,65732,2485,2588,0,0,0,0,POINT (-122.796806 48.093793)
562,563,2016,Power Plants,Natural Gas Turbine Plants,Goldendale,Klickitat,385285,0,384893,179,213,0,0,0,0,POINT (-120.833 45.8114)
563,564,2017,Waste,Landfills,Roosevelt,Klickitat,208590,0,387,208202,1,0,0,0,0,POINT (-120.179785 45.807146)
564,565,2019,Food Production,Potato Products,Pasco,Franklin,46271,0,46223,22,26,0,0,0,0,POINT (-119.115336 46.288137)
565,566,2014,Natural Gas Systems,Natural Gas Transmission/Compression,Cook,Skamania,9442,0,8020,1418,4,0,0,0,0,POINT (-121.626311 45.778087)
566,567,2014,Chemicals,Other Chemicals,Kalama,Cowlitz,68453,0,68383,32,38,0,0,0,0,POINT (-122.85698 46.02191)
567,568,2012,Petroleum Systems,Petroleum Refineries,Tacoma,Pierce,169580,0,167338,1703,539,0,0,0,0,POINT (-122.394952 47.256813)
568,569,2021,Chemicals,Fertilizer Production,Kennewick,Benton,186638,0,10459,1,176178,0,0,0,0,POINT (-119.017218 46.165957)
569,570,2021,Pulp and Paper,Kraft Mills,Tacoma,Pierce,1080789,928981,146359,1018,4431,0,0,0,0,POINT (-122.421765 47.260953)
570,571,2017,Manufacturing,Transportation Industry,Seattle,King,24063,0,24039,11,13,0,0,0,0,POINT (-122.311623 47.532524)
571,572,2021,Power Plants,Natural Gas Turbine Plants,Tacoma,Pierce,41536,0,41493,20,23,0,0,0,0,POINT (-122.364711 47.079716)
572,573,2016,Petroleum Systems,Petroleum Refineries,Blaine,Whatcom,2130007,0,2118964,6390,4653,0,0,0,0,POINT (-122.7353 48.8864)
573,574,2014,Manufacturing,Electronics Industry,Camas,Clark,189928,23,13500,6,7451,10418,89888,44088,24554,POINT (-122.454955 45.619569)
574,575,2013,Natural Gas Systems,Natural Gas Local Distribution Companies,Portland,Clark,7666,0,9,7657,0,0,0,0,0,POINT (-122.454955 45.619569)
575,576,2017,Livestock,Cattle Feedlots,Moses Lake,Grant,26281,0,0,2038,24243,0,0,0,0,POINT (-119.093815 47.052176)
576,577,2018,Manufacturing,Electronics Industry,Camas,Clark,12174,0,1834,1,1234,2028,4214,2729,134,POINT (-122.45232 45.598844)
577,578,2019,Power Plants,Natural Gas Turbine Plants,Sumas,Whatcom,227715,0,227483,106,126,0,0,0,0,POINT (-122.2733 48.9905)
578,579,2021,Food Production,Dairy Products,Lynden,Whatcom,19186,0,19166,9,11,0,0,0,0,POINT (-122.451915 48.947567)
579,580,2017,Power Plants,Electrical Transmission and Distribution,Vancouver,Clark,15069,0,0,0,0,0,0,15069,0,POINT (-122.658608 45.661178)
580,581,2018,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,1989609,0,1978165,7057,4387,0,0,0,0,POINT (-122.559161 48.470931)
581,582,2019,Manufacturing,Transportation Industry,Everett,Snohomish,77573,0,77492,37,44,0,0,0,0,POINT (-122.276987 47.918622)
582,583,2013,Wood Products,Lumber Mills,Centralia,Lewis,12987,6470,6424,16,77,0,0,0,0,POINT (-122.991963 46.734454)
583,584,2015,Livestock,Cattle Feedlots,Sunnyside,Yakima,11143,0,0,860,10283,0,0,0,0,POINT (-120.019668 46.284622)
584,585,2017,Petroleum Systems,Other Petroleum Systems,Anacortes,Skagit,35843,0,35843,0,0,0,0,0,0,POINT (-122.554343 48.467646)
585,586,2021,Government,National Security,Fairchild AFB,Spokane,12339,0,12326,6,7,0,0,0,0,POINT (-117.644832 47.641332)
586,587,2019,Natural Gas Systems,Natural Gas Storage,Chehalis,Lewis,11178,0,9892,1280,6,0,0,0,0,POINT (-122.838569 46.53461)
587,588,2014,Waste,Landfills,Ephrata,Grant,38613,0,0,38613,0,0,0,0,0,POINT (-119.573764 47.270759)
588,589,2013,Metals,Iron and Steel Production,Seattle,King,128707,0,128672,16,19,0,0,0,0,POINT (-122.367332 47.569331)
589,590,2021,Pulp and Paper,Kraft Mills,Longview,Cowlitz,1721330,1348677,364835,1683,6135,0,0,0,0,POINT (-122.983637 46.130495)
590,591,2019,Manufacturing,Transportation Industry,Auburn,King,36796,0,36758,17,21,0,0,0,0,POINT (-122.242298 47.285551)
591,592,2017,Natural Gas Systems,Natural Gas Local Distribution Companies,Spokane,Spokane,15615,0,19,15596,0,0,0,0,0,POINT (-122.242298 47.285551)
592,593,2013,Waste,Landfills,Longview,Cowlitz,19709,0,0,19709,0,0,0,0,0,POINT (-122.905601 46.107229)
593,594,2021,Government,Education,Pullman,Whitman,62454,0,62389,30,35,0,0,0,0,POINT (-117.151481 46.728702)
594,595,2016,Pulp and Paper,Kraft Mills,Camas,Clark,583164,420749,153710,7312,1393,0,0,0,0,POINT (-122.40843 45.584271)
595,596,2017,Manufacturing,Building Products,Seattle,King,50452,0,50400,24,28,0,0,0,0,POINT (-122.336944 47.548056)
596,597,2017,Government,Other Government,Richland,Benton,14745,0,5157,9523,8,0,0,57,0,POINT (-119.489007 46.55069)
597,598,2018,Wood Products,Lumber Mills,Longview,Cowlitz,15521,10175,5205,22,119,0,0,0,0,POINT (-122.916806 46.114537)
598,599,2012,Pulp and Paper,Other Pulp and Paper,Sumner,Pierce,10342,0,10331,5,6,0,0,0,0,POINT (-122.239474 47.210641)
599,600,2021,Natural Gas Systems,Natural Gas Local Distribution Companies,Bellevue,King,64596,0,1327,63268,1,0,0,0,0,POINT (-122.19454 47.61345)
600,601,2013,Pulp and Paper,Kraft Mills,Wallula,Walla Walla,832635,727045,89680,13225,2685,0,0,0,0,POINT (-118.9184 46.10396)
601,602,2017,Power Plants,Natural Gas Turbine Plants,Ferndale,Whatcom,350888,0,350531,163,194,0,0,0,0,POINT (-122.685533 48.828707)
602,603,2013,Manufacturing,Transportation Industry,Spokane,Spokane,34440,0,34393,19,28,0,0,0,0,POINT (-117.568511 47.583604)
603,604,2018,Metals,Other Metals,Tukwila,King,1239,0,1237,1,1,0,0,0,0,POINT (-122.303906 47.526872)
604,605,2012,Power Plants,"Other Power, Heating, or Cooling Plants",Maple Valley,King,13660,12735,857,20,48,0,0,0,0,POINT (-122.041817 47.455871)
605,606,2016,Waste,Landfills,Snohomish,Snohomish,6993,0,161,6832,0,0,0,0,0,POINT (-122.118284 47.870014)
606,607,2014,Food Production,Dairy Products,Chehalis,Lewis,13644,0,13629,7,8,0,0,0,0,POINT (-122.970162 46.659952)
607,608,2015,Wood Products,Lumber Mills,Centralia,Lewis,40254,39724,0,76,454,0,0,0,0,POINT (-122.995433 46.756413)
608,609,2020,Natural Gas Systems,Natural Gas Transmission/Compression,Snohomish,Snohomish,33753,0,32967,768,18,0,0,0,0,POINT (-122.05859 47.78825)
609,610,2012,Minerals,Cement Production,Seattle,King,305595,0,305011,227,357,0,0,0,0,POINT (-122.34255 47.56799)
610,611,2013,Wood Products,Lumber Mills,Darrington,Snohomish,96513,95241,0,183,1089,0,0,0,0,POINT (-121.597608 48.262797)
611,612,2017,Food Production,Potato Products,Warden,Grant,18988,0,18968,9,11,0,0,0,0,POINT (-119.055427 46.971504)
612,613,2021,Wood Products,Other Wood Products,Spanaway,Pierce,17170,14033,2946,29,162,0,0,0,0,POINT (-122.318981 47.062059)
613,614,2021,Petroleum Systems,Petroleum Refineries,Blaine,Whatcom,2066339,0,2055490,6416,4433,0,0,0,0,POINT (-122.7353 48.8864)
614,615,2013,Food Production,Fruit Products,Selah,Yakima,15638,0,15622,7,9,0,0,0,0,POINT (-120.52755 46.64992)
615,616,2016,Wood Products,Lumber Mills,Clarkston,Whitman,21698,21412,0,41,245,0,0,0,0,POINT (-117.086487 46.423108)
616,617,2018,Food Production,Potato Products,Othello,Adams,99691,0,46683,52982,26,0,0,0,0,POINT (-119.176389 46.837778)
617,618,2018,Natural Gas Systems,Natural Gas Transmission/Compression,Chehalis,Lewis,22586,0,18599,3977,10,0,0,0,0,POINT (-122.87373 46.533325)
618,619,2021,Metals,Other Metals,Spokane Valley,Spokane,110563,0,110449,52,62,0,0,0,0,POINT (-117.212673 47.687074)
619,620,2020,Power Plants,Natural Gas Turbine Plants,Bellingham,Whatcom,178317,0,178135,83,99,0,0,0,0,POINT (-122.486 48.746)
620,621,2021,Pulp and Paper,Kraft Mills,Camas,Clark,51250,0,45303,5922,25,0,0,0,0,POINT (-122.40843 45.584271)
621,622,2016,Manufacturing,Transportation Industry,Seattle,King,20967,0,20945,10,12,0,0,0,0,POINT (-122.311623 47.532524)
622,623,2014,Wood Products,Lumber Mills,Port Angeles,Clallam,45263,44666,0,86,511,0,0,0,0,POINT (-123.518642 48.103425)
623,624,2016,Manufacturing,Transportation Industry,Renton,King,17578,0,17560,8,10,0,0,0,0,POINT (-122.211346 47.498257)
624,625,2013,Food Production,Other Food Products,Vancouver,Clark,18365,0,18346,9,10,0,0,0,0,POINT (-122.690043 45.631069)
625,626,2012,Wood Products,Lumber Mills,Forks,Clallam,25268,24727,0,211,330,0,0,0,0,POINT (-124.399193 47.971946)
626,627,2018,Pulp and Paper,Kraft Mills,Tacoma,Pierce,1104521,976162,122330,1091,4938,0,0,0,0,POINT (-122.421765 47.260953)
627,628,2014,Manufacturing,Transportation Industry,Spokane,Spokane,41089,0,41051,17,21,0,0,0,0,POINT (-117.568511 47.583604)
628,629,2014,Livestock,Cattle Feedlots,Kennewick,Benton,20360,0,1812,1417,17131,0,0,0,0,POINT (-119.136497 45.991872)
629,630,2018,Power Plants,Coal Plants,Centralia,Lewis,6097084,0,6049290,17482,30312,0,0,0,0,POINT (-122.8578 46.7559)
630,631,2021,Waste,Landfills,Okanogan,Okanogan,16241,0,0,16241,0,0,0,0,0,POINT (-119.620109 48.341148)
631,632,2017,Power Plants,Natural Gas Turbine Plants,Vancouver,Clark,495762,0,495258,230,274,0,0,0,0,POINT (-122.724806 45.64958)
632,633,2015,Petroleum Systems,Petroleum Refineries,Anacortes,Skagit,1946838,0,1935375,7078,4385,0,0,0,0,POINT (-122.559161 48.470931)
